Turbidity,Nitrogen,E.Coli,Phosphorus,period
250,251,120,249,1998-2017
250,251,120,120,2008-2017
250,120,120,120,2008-2017
333,120,120,249,1998-2017
333,251,120,332,1990-2017
333,322,120,120,2008-2017
333,120,120,332,1990-2017
333,322,120,249,1998-2017
333,322,120,332,1990-2017
333,251,120,249,1998-2017
333,251,120,120,2008-2017
333,120,120,120,2008-2017
330,246,117,117,2008-2017
330,246,117,247,1998-2017
330,246,117,329,1990-2017
330,117,117,247,1998-2017
330,117,117,117,2008-2017
330,316,117,329,1990-2017
330,117,117,329,1990-2017
330,316,117,117,2008-2017
330,316,117,247,1998-2017
248,246,117,117,2008-2017
248,246,117,247,1998-2017
248,246,117,329,1990-2017
248,117,117,247,1998-2017
248,117,117,117,2008-2017
248,316,117,329,1990-2017
248,117,117,329,1990-2017
248,316,117,117,2008-2017
248,316,117,247,1998-2017
117,246,117,117,2008-2017
117,246,117,247,1998-2017
117,246,117,329,1990-2017
117,117,117,247,1998-2017
117,117,117,117,2008-2017
117,316,117,329,1990-2017
117,117,117,329,1990-2017
117,316,117,117,2008-2017
117,316,117,247,1998-2017
120,322,120,120,2008-2017
120,322,120,251,1998-2017
120,251,120,334,1990-2017
120,251,120,251,1998-2017
120,120,120,334,1990-2017
120,120,120,120,2008-2017
120,251,120,120,2008-2017
120,322,120,334,1990-2017
120,120,120,251,1998-2017
334,322,120,120,2008-2017
334,322,120,251,1998-2017
334,251,120,334,1990-2017
334,251,120,251,1998-2017
334,120,120,334,1990-2017
334,120,120,120,2008-2017
334,251,120,120,2008-2017
334,322,120,334,1990-2017
334,120,120,251,1998-2017
251,322,120,120,2008-2017
251,322,120,251,1998-2017
251,251,120,334,1990-2017
251,251,120,251,1998-2017
251,120,120,334,1990-2017
251,120,120,120,2008-2017
251,251,120,120,2008-2017
251,322,120,334,1990-2017
251,120,120,251,1998-2017
332,316,119,118,2008-2017
332,316,119,248,1998-2017
332,316,119,330,1990-2017
332,118,119,248,1998-2017
332,246,119,330,1990-2017
332,246,119,118,2008-2017
332,246,119,248,1998-2017
332,118,119,118,2008-2017
332,118,119,330,1990-2017
250,316,119,118,2008-2017
250,316,119,248,1998-2017
250,316,119,330,1990-2017
250,118,119,248,1998-2017
250,246,119,330,1990-2017
250,246,119,118,2008-2017
250,246,119,248,1998-2017
250,118,119,118,2008-2017
250,118,119,330,1990-2017
119,316,119,118,2008-2017
119,316,119,248,1998-2017
119,316,119,330,1990-2017
119,118,119,248,1998-2017
119,246,119,330,1990-2017
119,246,119,118,2008-2017
119,246,119,248,1998-2017
119,118,119,118,2008-2017
119,118,119,330,1990-2017
119,251,119,335,1990-2017
119,251,119,251,1998-2017
119,251,119,119,2008-2017
119,323,119,251,1998-2017
119,323,119,119,2008-2017
119,119,119,335,1990-2017
119,119,119,251,1998-2017
119,323,119,335,1990-2017
119,119,119,119,2008-2017
251,251,119,335,1990-2017
251,251,119,251,1998-2017
251,251,119,119,2008-2017
251,323,119,251,1998-2017
251,323,119,119,2008-2017
251,119,119,335,1990-2017
251,119,119,251,1998-2017
251,323,119,335,1990-2017
251,119,119,119,2008-2017
335,251,119,335,1990-2017
335,251,119,251,1998-2017
335,251,119,119,2008-2017
335,323,119,251,1998-2017
335,323,119,119,2008-2017
335,119,119,335,1990-2017
335,119,119,251,1998-2017
335,323,119,335,1990-2017
335,119,119,119,2008-2017
120,251,120,251,1998-2017
120,251,120,335,1990-2017
120,120,120,120,2008-2017
120,323,120,251,1998-2017
120,323,120,335,1990-2017
120,251,120,120,2008-2017
120,323,120,120,2008-2017
120,120,120,251,1998-2017
120,120,120,335,1990-2017
336,251,120,251,1998-2017
336,251,120,335,1990-2017
336,120,120,120,2008-2017
336,323,120,251,1998-2017
336,323,120,335,1990-2017
336,251,120,120,2008-2017
336,323,120,120,2008-2017
336,120,120,251,1998-2017
336,120,120,335,1990-2017
252,251,120,251,1998-2017
252,251,120,335,1990-2017
252,120,120,120,2008-2017
252,323,120,251,1998-2017
252,323,120,335,1990-2017
252,251,120,120,2008-2017
252,323,120,120,2008-2017
252,120,120,251,1998-2017
252,120,120,335,1990-2017
335,323,120,333,1990-2017
335,251,120,333,1990-2017
335,251,120,119,2008-2017
335,323,120,119,2008-2017
335,251,120,251,1998-2017
335,323,120,251,1998-2017
335,119,120,251,1998-2017
335,119,120,333,1990-2017
335,119,120,119,2008-2017
251,323,120,333,1990-2017
251,251,120,333,1990-2017
251,251,120,119,2008-2017
251,323,120,119,2008-2017
251,251,120,251,1998-2017
251,323,120,251,1998-2017
251,119,120,251,1998-2017
251,119,120,333,1990-2017
251,119,120,119,2008-2017
119,323,120,333,1990-2017
119,251,120,333,1990-2017
119,251,120,119,2008-2017
119,323,120,119,2008-2017
119,251,120,251,1998-2017
119,323,120,251,1998-2017
119,119,120,251,1998-2017
119,119,120,333,1990-2017
119,119,120,119,2008-2017
251,119,119,251,1998-2017
251,119,119,335,1990-2017
251,323,119,251,1998-2017
251,323,119,335,1990-2017
251,323,119,119,2008-2017
251,251,119,335,1990-2017
251,119,119,119,2008-2017
251,251,119,251,1998-2017
251,251,119,119,2008-2017
335,119,119,251,1998-2017
335,119,119,335,1990-2017
335,323,119,251,1998-2017
335,323,119,335,1990-2017
335,323,119,119,2008-2017
335,251,119,335,1990-2017
335,119,119,119,2008-2017
335,251,119,251,1998-2017
335,251,119,119,2008-2017
119,119,119,251,1998-2017
119,119,119,335,1990-2017
119,323,119,251,1998-2017
119,323,119,335,1990-2017
119,323,119,119,2008-2017
119,251,119,335,1990-2017
119,119,119,119,2008-2017
119,251,119,251,1998-2017
119,251,119,119,2008-2017
252,251,118,251,1998-2017
252,323,118,120,2008-2017
252,251,118,120,2008-2017
252,120,118,120,2008-2017
252,251,118,334,1990-2017
252,120,118,334,1990-2017
252,120,118,251,1998-2017
252,323,118,334,1990-2017
252,323,118,251,1998-2017
335,251,118,251,1998-2017
335,323,118,120,2008-2017
335,251,118,120,2008-2017
335,120,118,120,2008-2017
335,251,118,334,1990-2017
335,120,118,334,1990-2017
335,120,118,251,1998-2017
335,323,118,334,1990-2017
335,323,118,251,1998-2017
120,251,118,251,1998-2017
120,323,118,120,2008-2017
120,251,118,120,2008-2017
120,120,118,120,2008-2017
120,251,118,334,1990-2017
120,120,118,334,1990-2017
120,120,118,251,1998-2017
120,323,118,334,1990-2017
120,323,118,251,1998-2017
252,120,119,251,1998-2017
252,120,119,120,2008-2017
252,323,119,335,1990-2017
252,251,119,335,1990-2017
252,323,119,120,2008-2017
252,251,119,251,1998-2017
252,323,119,251,1998-2017
252,120,119,335,1990-2017
252,251,119,120,2008-2017
336,120,119,251,1998-2017
336,120,119,120,2008-2017
336,323,119,335,1990-2017
336,251,119,335,1990-2017
336,323,119,120,2008-2017
336,251,119,251,1998-2017
336,323,119,251,1998-2017
336,120,119,335,1990-2017
336,251,119,120,2008-2017
120,120,119,251,1998-2017
120,120,119,120,2008-2017
120,323,119,335,1990-2017
120,251,119,335,1990-2017
120,323,119,120,2008-2017
120,251,119,251,1998-2017
120,323,119,251,1998-2017
120,120,119,335,1990-2017
120,251,119,120,2008-2017
336,120,119,120,2008-2017
336,120,119,251,1998-2017
336,251,119,251,1998-2017
336,120,119,334,1990-2017
336,251,119,120,2008-2017
336,323,119,251,1998-2017
336,251,119,334,1990-2017
336,323,119,120,2008-2017
336,323,119,334,1990-2017
252,120,119,120,2008-2017
252,120,119,251,1998-2017
252,251,119,251,1998-2017
252,120,119,334,1990-2017
252,251,119,120,2008-2017
252,323,119,251,1998-2017
252,251,119,334,1990-2017
252,323,119,120,2008-2017
252,323,119,334,1990-2017
120,120,119,120,2008-2017
120,120,119,251,1998-2017
120,251,119,251,1998-2017
120,120,119,334,1990-2017
120,251,119,120,2008-2017
120,323,119,251,1998-2017
120,251,119,334,1990-2017
120,323,119,120,2008-2017
120,323,119,334,1990-2017
336,322,120,251,1998-2017
336,120,234,120,2008-2017
336,322,234,120,2008-2017
336,120,120,251,1998-2017
336,322,234,335,1990-2017
336,120,120,120,2008-2017
336,120,120,335,1990-2017
336,120,234,251,1998-2017
336,322,120,335,1990-2017
336,251,120,120,2008-2017
336,251,120,335,1990-2017
336,322,120,120,2008-2017
336,251,234,120,2008-2017
336,120,234,335,1990-2017
336,322,234,251,1998-2017
336,251,234,251,1998-2017
336,251,120,251,1998-2017
336,251,234,335,1990-2017
120,322,120,251,1998-2017
120,120,234,120,2008-2017
120,322,234,120,2008-2017
120,120,120,251,1998-2017
120,322,234,335,1990-2017
120,120,120,120,2008-2017
120,120,120,335,1990-2017
120,120,234,251,1998-2017
120,322,120,335,1990-2017
120,251,120,120,2008-2017
120,251,120,335,1990-2017
120,322,120,120,2008-2017
120,251,234,120,2008-2017
120,120,234,335,1990-2017
120,322,234,251,1998-2017
120,251,234,251,1998-2017
120,251,120,251,1998-2017
120,251,234,335,1990-2017
252,322,120,251,1998-2017
252,120,234,120,2008-2017
252,322,234,120,2008-2017
252,120,120,251,1998-2017
252,322,234,335,1990-2017
252,120,120,120,2008-2017
252,120,120,335,1990-2017
252,120,234,251,1998-2017
252,322,120,335,1990-2017
252,251,120,120,2008-2017
252,251,120,335,1990-2017
252,322,120,120,2008-2017
252,251,234,120,2008-2017
252,120,234,335,1990-2017
252,322,234,251,1998-2017
252,251,234,251,1998-2017
252,251,120,251,1998-2017
252,251,234,335,1990-2017
336,323,120,120,2008-2017
336,323,120,251,1998-2017
336,323,120,335,1990-2017
336,323,221,120,2008-2017
336,251,120,120,2008-2017
336,251,120,251,1998-2017
336,251,221,251,1998-2017
336,323,221,251,1998-2017
336,120,221,120,2008-2017
336,120,120,120,2008-2017
336,120,120,251,1998-2017
336,120,221,251,1998-2017
336,120,221,335,1990-2017
336,251,120,335,1990-2017
336,251,221,120,2008-2017
336,323,221,335,1990-2017
336,251,221,335,1990-2017
336,120,120,335,1990-2017
120,323,120,120,2008-2017
120,323,120,251,1998-2017
120,323,120,335,1990-2017
120,323,221,120,2008-2017
120,251,120,120,2008-2017
120,251,120,251,1998-2017
120,251,221,251,1998-2017
120,323,221,251,1998-2017
120,120,221,120,2008-2017
120,120,120,120,2008-2017
120,120,120,251,1998-2017
120,120,221,251,1998-2017
120,120,221,335,1990-2017
120,251,120,335,1990-2017
120,251,221,120,2008-2017
120,323,221,335,1990-2017
120,251,221,335,1990-2017
120,120,120,335,1990-2017
252,323,120,120,2008-2017
252,323,120,251,1998-2017
252,323,120,335,1990-2017
252,323,221,120,2008-2017
252,251,120,120,2008-2017
252,251,120,251,1998-2017
252,251,221,251,1998-2017
252,323,221,251,1998-2017
252,120,221,120,2008-2017
252,120,120,120,2008-2017
252,120,120,251,1998-2017
252,120,221,251,1998-2017
252,120,221,335,1990-2017
252,251,120,335,1990-2017
252,251,221,120,2008-2017
252,323,221,335,1990-2017
252,251,221,335,1990-2017
252,120,120,335,1990-2017
251,251,120,251,1998-2017
251,251,120,333,1990-2017
251,251,219,333,1990-2017
251,120,219,120,2008-2017
251,322,219,333,1990-2017
251,322,219,251,1998-2017
251,322,120,251,1998-2017
251,322,120,333,1990-2017
251,322,120,120,2008-2017
251,322,219,120,2008-2017
251,251,120,120,2008-2017
251,251,219,251,1998-2017
251,120,219,333,1990-2017
251,120,219,251,1998-2017
251,251,219,120,2008-2017
251,120,120,120,2008-2017
251,120,120,251,1998-2017
251,120,120,333,1990-2017
120,251,120,251,1998-2017
120,251,120,333,1990-2017
120,251,219,333,1990-2017
120,120,219,120,2008-2017
120,322,219,333,1990-2017
120,322,219,251,1998-2017
120,322,120,251,1998-2017
120,322,120,333,1990-2017
120,322,120,120,2008-2017
120,322,219,120,2008-2017
120,251,120,120,2008-2017
120,251,219,251,1998-2017
120,120,219,333,1990-2017
120,120,219,251,1998-2017
120,251,219,120,2008-2017
120,120,120,120,2008-2017
120,120,120,251,1998-2017
120,120,120,333,1990-2017
335,251,120,251,1998-2017
335,251,120,333,1990-2017
335,251,219,333,1990-2017
335,120,219,120,2008-2017
335,322,219,333,1990-2017
335,322,219,251,1998-2017
335,322,120,251,1998-2017
335,322,120,333,1990-2017
335,322,120,120,2008-2017
335,322,219,120,2008-2017
335,251,120,120,2008-2017
335,251,219,251,1998-2017
335,120,219,333,1990-2017
335,120,219,251,1998-2017
335,251,219,120,2008-2017
335,120,120,120,2008-2017
335,120,120,251,1998-2017
335,120,120,333,1990-2017
109,109,109,109,2008-2017
109,311,109,109,2008-2017
109,311,109,323,1990-2017
109,240,109,323,1990-2017
109,109,109,240,1998-2017
109,240,109,240,1998-2017
109,240,109,109,2008-2017
109,311,109,240,1998-2017
109,109,109,323,1990-2017
324,109,109,109,2008-2017
324,311,109,109,2008-2017
324,311,109,323,1990-2017
324,240,109,323,1990-2017
324,109,109,240,1998-2017
324,240,109,240,1998-2017
324,240,109,109,2008-2017
324,311,109,240,1998-2017
324,109,109,323,1990-2017
240,109,109,109,2008-2017
240,311,109,109,2008-2017
240,311,109,323,1990-2017
240,240,109,323,1990-2017
240,109,109,240,1998-2017
240,240,109,240,1998-2017
240,240,109,109,2008-2017
240,311,109,240,1998-2017
240,109,109,323,1990-2017
120,251,120,334,1990-2017
120,323,120,120,2008-2017
120,323,120,334,1990-2017
120,120,120,334,1990-2017
120,323,120,251,1998-2017
120,120,120,251,1998-2017
120,251,120,251,1998-2017
120,251,120,120,2008-2017
120,120,120,120,2008-2017
251,251,120,334,1990-2017
251,323,120,120,2008-2017
251,323,120,334,1990-2017
251,120,120,334,1990-2017
251,323,120,251,1998-2017
251,120,120,251,1998-2017
251,251,120,251,1998-2017
251,251,120,120,2008-2017
251,120,120,120,2008-2017
335,251,120,334,1990-2017
335,323,120,120,2008-2017
335,323,120,334,1990-2017
335,120,120,334,1990-2017
335,323,120,251,1998-2017
335,120,120,251,1998-2017
335,251,120,251,1998-2017
335,251,120,120,2008-2017
335,120,120,120,2008-2017
251,323,120,335,1990-2017
251,323,120,120,2008-2017
251,323,120,251,1998-2017
251,251,120,120,2008-2017
251,251,120,335,1990-2017
251,251,120,251,1998-2017
251,120,120,251,1998-2017
251,120,120,335,1990-2017
251,120,120,120,2008-2017
120,323,120,335,1990-2017
120,323,120,120,2008-2017
120,323,120,251,1998-2017
120,251,120,120,2008-2017
120,251,120,335,1990-2017
120,251,120,251,1998-2017
120,120,120,251,1998-2017
120,120,120,335,1990-2017
120,120,120,120,2008-2017
335,323,120,335,1990-2017
335,323,120,120,2008-2017
335,323,120,251,1998-2017
335,251,120,120,2008-2017
335,251,120,335,1990-2017
335,251,120,251,1998-2017
335,120,120,251,1998-2017
335,120,120,335,1990-2017
335,120,120,120,2008-2017
249,250,120,249,1998-2017
249,322,120,120,2008-2017
249,250,120,120,2008-2017
249,322,120,249,1998-2017
249,250,120,333,1990-2017
249,120,120,333,1990-2017
249,120,120,249,1998-2017
249,120,120,120,2008-2017
249,322,120,333,1990-2017
333,250,120,249,1998-2017
333,322,120,120,2008-2017
333,250,120,120,2008-2017
333,322,120,249,1998-2017
333,250,120,333,1990-2017
333,120,120,333,1990-2017
333,120,120,249,1998-2017
333,120,120,120,2008-2017
333,322,120,333,1990-2017
120,250,120,249,1998-2017
120,322,120,120,2008-2017
120,250,120,120,2008-2017
120,322,120,249,1998-2017
120,250,120,333,1990-2017
120,120,120,333,1990-2017
120,120,120,249,1998-2017
120,120,120,120,2008-2017
120,322,120,333,1990-2017
115,246,115,246,1998-2017
115,246,115,115,2008-2017
115,115,115,246,1998-2017
115,115,115,115,2008-2017
115,318,115,329,1990-2017
115,115,115,329,1990-2017
115,246,115,329,1990-2017
115,318,115,115,2008-2017
115,318,115,246,1998-2017
330,246,115,246,1998-2017
330,246,115,115,2008-2017
330,115,115,246,1998-2017
330,115,115,115,2008-2017
330,318,115,329,1990-2017
330,115,115,329,1990-2017
330,246,115,329,1990-2017
330,318,115,115,2008-2017
330,318,115,246,1998-2017
246,246,115,246,1998-2017
246,246,115,115,2008-2017
246,115,115,246,1998-2017
246,115,115,115,2008-2017
246,318,115,329,1990-2017
246,115,115,329,1990-2017
246,246,115,329,1990-2017
246,318,115,115,2008-2017
246,318,115,246,1998-2017
333,250,120,248,1998-2017
333,320,120,330,1990-2017
333,250,120,330,1990-2017
333,250,120,120,2008-2017
333,120,120,248,1998-2017
333,320,120,248,1998-2017
333,320,120,120,2008-2017
333,120,120,120,2008-2017
333,120,120,330,1990-2017
251,250,120,248,1998-2017
251,320,120,330,1990-2017
251,250,120,330,1990-2017
251,250,120,120,2008-2017
251,120,120,248,1998-2017
251,320,120,248,1998-2017
251,320,120,120,2008-2017
251,120,120,120,2008-2017
251,120,120,330,1990-2017
120,250,120,248,1998-2017
120,320,120,330,1990-2017
120,250,120,330,1990-2017
120,250,120,120,2008-2017
120,120,120,248,1998-2017
120,320,120,248,1998-2017
120,320,120,120,2008-2017
120,120,120,120,2008-2017
120,120,120,330,1990-2017
334,119,120,247,1998-2017
334,318,120,247,1998-2017
334,119,120,118,2008-2017
334,249,120,329,1990-2017
334,249,120,118,2008-2017
334,318,120,118,2008-2017
334,318,120,329,1990-2017
334,249,120,247,1998-2017
334,119,120,329,1990-2017
252,119,120,247,1998-2017
252,318,120,247,1998-2017
252,119,120,118,2008-2017
252,249,120,329,1990-2017
252,249,120,118,2008-2017
252,318,120,118,2008-2017
252,318,120,329,1990-2017
252,249,120,247,1998-2017
252,119,120,329,1990-2017
120,119,120,247,1998-2017
120,318,120,247,1998-2017
120,119,120,118,2008-2017
120,249,120,329,1990-2017
120,249,120,118,2008-2017
120,318,120,118,2008-2017
120,318,120,329,1990-2017
120,249,120,247,1998-2017
120,119,120,329,1990-2017
251,120,120,249,1998-2017
251,249,120,249,1998-2017
251,249,120,331,1990-2017
251,319,120,120,2008-2017
251,319,120,331,1990-2017
251,120,120,331,1990-2017
251,249,120,120,2008-2017
251,319,120,249,1998-2017
251,120,120,120,2008-2017
120,120,120,249,1998-2017
120,249,120,249,1998-2017
120,249,120,331,1990-2017
120,319,120,120,2008-2017
120,319,120,331,1990-2017
120,120,120,331,1990-2017
120,249,120,120,2008-2017
120,319,120,249,1998-2017
120,120,120,120,2008-2017
333,120,120,249,1998-2017
333,249,120,249,1998-2017
333,249,120,331,1990-2017
333,319,120,120,2008-2017
333,319,120,331,1990-2017
333,120,120,331,1990-2017
333,249,120,120,2008-2017
333,319,120,249,1998-2017
333,120,120,120,2008-2017
331,249,120,330,1990-2017
331,317,120,249,1998-2017
331,249,120,249,1998-2017
331,249,120,120,2008-2017
331,119,120,249,1998-2017
331,317,120,120,2008-2017
331,317,120,330,1990-2017
331,119,120,120,2008-2017
331,119,120,330,1990-2017
120,249,120,330,1990-2017
120,317,120,249,1998-2017
120,249,120,249,1998-2017
120,249,120,120,2008-2017
120,119,120,249,1998-2017
120,317,120,120,2008-2017
120,317,120,330,1990-2017
120,119,120,120,2008-2017
120,119,120,330,1990-2017
250,249,120,330,1990-2017
250,317,120,249,1998-2017
250,249,120,249,1998-2017
250,249,120,120,2008-2017
250,119,120,249,1998-2017
250,317,120,120,2008-2017
250,317,120,330,1990-2017
250,119,120,120,2008-2017
250,119,120,330,1990-2017
252,120,118,251,1998-2017
252,323,118,335,1990-2017
252,120,118,335,1990-2017
252,251,118,120,2008-2017
252,323,118,120,2008-2017
252,251,118,251,1998-2017
252,251,118,335,1990-2017
252,120,118,120,2008-2017
252,323,118,251,1998-2017
120,120,118,251,1998-2017
120,323,118,335,1990-2017
120,120,118,335,1990-2017
120,251,118,120,2008-2017
120,323,118,120,2008-2017
120,251,118,251,1998-2017
120,251,118,335,1990-2017
120,120,118,120,2008-2017
120,323,118,251,1998-2017
336,120,118,251,1998-2017
336,323,118,335,1990-2017
336,120,118,335,1990-2017
336,251,118,120,2008-2017
336,323,118,120,2008-2017
336,251,118,251,1998-2017
336,251,118,335,1990-2017
336,120,118,120,2008-2017
336,323,118,251,1998-2017
120,324,119,336,1990-2017
120,120,119,252,1998-2017
120,120,119,120,2008-2017
120,120,119,336,1990-2017
120,252,119,252,1998-2017
120,252,119,120,2008-2017
120,252,119,336,1990-2017
120,324,119,252,1998-2017
120,324,119,120,2008-2017
336,324,119,336,1990-2017
336,120,119,252,1998-2017
336,120,119,120,2008-2017
336,120,119,336,1990-2017
336,252,119,252,1998-2017
336,252,119,120,2008-2017
336,252,119,336,1990-2017
336,324,119,252,1998-2017
336,324,119,120,2008-2017
252,324,119,336,1990-2017
252,120,119,252,1998-2017
252,120,119,120,2008-2017
252,120,119,336,1990-2017
252,252,119,252,1998-2017
252,252,119,120,2008-2017
252,252,119,336,1990-2017
252,324,119,252,1998-2017
252,324,119,120,2008-2017
248,116,116,332,1990-2017
248,116,116,116,2008-2017
248,116,116,248,1998-2017
248,248,116,248,1998-2017
248,320,116,116,2008-2017
248,320,116,248,1998-2017
248,248,116,332,1990-2017
248,320,116,332,1990-2017
248,248,116,116,2008-2017
116,116,116,332,1990-2017
116,116,116,116,2008-2017
116,116,116,248,1998-2017
116,248,116,248,1998-2017
116,320,116,116,2008-2017
116,320,116,248,1998-2017
116,248,116,332,1990-2017
116,320,116,332,1990-2017
116,248,116,116,2008-2017
331,116,116,332,1990-2017
331,116,116,116,2008-2017
331,116,116,248,1998-2017
331,248,116,248,1998-2017
331,320,116,116,2008-2017
331,320,116,248,1998-2017
331,248,116,332,1990-2017
331,320,116,332,1990-2017
331,248,116,116,2008-2017
120,324,120,252,1998-2017
120,324,120,336,1990-2017
120,120,120,120,2008-2017
120,120,120,336,1990-2017
120,252,120,120,2008-2017
120,252,120,252,1998-2017
120,120,120,252,1998-2017
120,324,120,120,2008-2017
120,252,120,336,1990-2017
335,324,120,252,1998-2017
335,324,120,336,1990-2017
335,120,120,120,2008-2017
335,120,120,336,1990-2017
335,252,120,120,2008-2017
335,252,120,252,1998-2017
335,120,120,252,1998-2017
335,324,120,120,2008-2017
335,252,120,336,1990-2017
252,324,120,252,1998-2017
252,324,120,336,1990-2017
252,120,120,120,2008-2017
252,120,120,336,1990-2017
252,252,120,120,2008-2017
252,252,120,252,1998-2017
252,120,120,252,1998-2017
252,324,120,120,2008-2017
252,252,120,336,1990-2017
325,310,109,238,1998-2017
325,37,109,322,1990-2017
325,37,109,37,2008-2017
325,238,109,322,1990-2017
325,238,109,37,2008-2017
325,238,109,238,1998-2017
325,37,109,238,1998-2017
325,310,109,37,2008-2017
325,310,109,322,1990-2017
109,310,109,238,1998-2017
109,37,109,322,1990-2017
109,37,109,37,2008-2017
109,238,109,322,1990-2017
109,238,109,37,2008-2017
109,238,109,238,1998-2017
109,37,109,238,1998-2017
109,310,109,37,2008-2017
109,310,109,322,1990-2017
241,310,109,238,1998-2017
241,37,109,322,1990-2017
241,37,109,37,2008-2017
241,238,109,322,1990-2017
241,238,109,37,2008-2017
241,238,109,238,1998-2017
241,37,109,238,1998-2017
241,310,109,37,2008-2017
241,310,109,322,1990-2017
120,322,120,250,1998-2017
120,322,120,120,2008-2017
120,322,120,334,1990-2017
120,250,120,250,1998-2017
120,250,120,120,2008-2017
120,120,120,250,1998-2017
120,120,120,120,2008-2017
120,250,120,334,1990-2017
120,120,120,334,1990-2017
336,322,120,250,1998-2017
336,322,120,120,2008-2017
336,322,120,334,1990-2017
336,250,120,250,1998-2017
336,250,120,120,2008-2017
336,120,120,250,1998-2017
336,120,120,120,2008-2017
336,250,120,334,1990-2017
336,120,120,334,1990-2017
252,322,120,250,1998-2017
252,322,120,120,2008-2017
252,322,120,334,1990-2017
252,250,120,250,1998-2017
252,250,120,120,2008-2017
252,120,120,250,1998-2017
252,120,120,120,2008-2017
252,250,120,334,1990-2017
252,120,120,334,1990-2017
335,319,120,331,1990-2017
335,319,120,119,2008-2017
335,319,120,247,1998-2017
335,247,120,331,1990-2017
335,247,120,119,2008-2017
335,247,120,247,1998-2017
335,119,120,331,1990-2017
335,119,120,119,2008-2017
335,119,120,247,1998-2017
120,319,120,331,1990-2017
120,319,120,119,2008-2017
120,319,120,247,1998-2017
120,247,120,331,1990-2017
120,247,120,119,2008-2017
120,247,120,247,1998-2017
120,119,120,331,1990-2017
120,119,120,119,2008-2017
120,119,120,247,1998-2017
251,319,120,331,1990-2017
251,319,120,119,2008-2017
251,319,120,247,1998-2017
251,247,120,331,1990-2017
251,247,120,119,2008-2017
251,247,120,247,1998-2017
251,119,120,331,1990-2017
251,119,120,119,2008-2017
251,119,120,247,1998-2017
120,250,120,250,1998-2017
120,322,120,250,1998-2017
120,322,120,333,1990-2017
120,250,120,333,1990-2017
120,322,120,119,2008-2017
120,119,120,119,2008-2017
120,119,120,250,1998-2017
120,119,120,333,1990-2017
120,250,120,119,2008-2017
336,250,120,250,1998-2017
336,322,120,250,1998-2017
336,322,120,333,1990-2017
336,250,120,333,1990-2017
336,322,120,119,2008-2017
336,119,120,119,2008-2017
336,119,120,250,1998-2017
336,119,120,333,1990-2017
336,250,120,119,2008-2017
252,250,120,250,1998-2017
252,322,120,250,1998-2017
252,322,120,333,1990-2017
252,250,120,333,1990-2017
252,322,120,119,2008-2017
252,119,120,119,2008-2017
252,119,120,250,1998-2017
252,119,120,333,1990-2017
252,250,120,119,2008-2017
252,249,120,334,1990-2017
252,120,120,120,2008-2017
252,249,120,120,2008-2017
252,249,120,250,1998-2017
252,120,120,334,1990-2017
252,321,120,120,2008-2017
252,321,120,250,1998-2017
252,120,120,250,1998-2017
252,321,120,334,1990-2017
336,249,120,334,1990-2017
336,120,120,120,2008-2017
336,249,120,120,2008-2017
336,249,120,250,1998-2017
336,120,120,334,1990-2017
336,321,120,120,2008-2017
336,321,120,250,1998-2017
336,120,120,250,1998-2017
336,321,120,334,1990-2017
120,249,120,334,1990-2017
120,120,120,120,2008-2017
120,249,120,120,2008-2017
120,249,120,250,1998-2017
120,120,120,334,1990-2017
120,321,120,120,2008-2017
120,321,120,250,1998-2017
120,120,120,250,1998-2017
120,321,120,334,1990-2017
252,120,119,120,2008-2017
252,120,119,335,1990-2017
252,251,119,251,1998-2017
252,251,119,335,1990-2017
252,323,119,251,1998-2017
252,323,119,120,2008-2017
252,251,119,120,2008-2017
252,120,119,251,1998-2017
252,323,119,335,1990-2017
336,120,119,120,2008-2017
336,120,119,335,1990-2017
336,251,119,251,1998-2017
336,251,119,335,1990-2017
336,323,119,251,1998-2017
336,323,119,120,2008-2017
336,251,119,120,2008-2017
336,120,119,251,1998-2017
336,323,119,335,1990-2017
120,120,119,120,2008-2017
120,120,119,335,1990-2017
120,251,119,251,1998-2017
120,251,119,335,1990-2017
120,323,119,251,1998-2017
120,323,119,120,2008-2017
120,251,119,120,2008-2017
120,120,119,251,1998-2017
120,323,119,335,1990-2017
120,251,120,251,1998-2017
120,323,120,335,1990-2017
120,323,120,120,2008-2017
120,251,120,120,2008-2017
120,120,120,335,1990-2017
120,120,120,120,2008-2017
120,120,120,251,1998-2017
120,323,120,251,1998-2017
120,251,120,335,1990-2017
336,251,120,251,1998-2017
336,323,120,335,1990-2017
336,323,120,120,2008-2017
336,251,120,120,2008-2017
336,120,120,335,1990-2017
336,120,120,120,2008-2017
336,120,120,251,1998-2017
336,323,120,251,1998-2017
336,251,120,335,1990-2017
252,251,120,251,1998-2017
252,323,120,335,1990-2017
252,323,120,120,2008-2017
252,251,120,120,2008-2017
252,120,120,335,1990-2017
252,120,120,120,2008-2017
252,120,120,251,1998-2017
252,323,120,251,1998-2017
252,251,120,335,1990-2017
120,120,118,120,2008-2017
120,120,118,334,1990-2017
120,120,118,250,1998-2017
120,251,118,250,1998-2017
120,323,118,334,1990-2017
120,323,118,250,1998-2017
120,251,118,120,2008-2017
120,323,118,120,2008-2017
120,251,118,334,1990-2017
252,120,118,120,2008-2017
252,120,118,334,1990-2017
252,120,118,250,1998-2017
252,251,118,250,1998-2017
252,323,118,334,1990-2017
